step,reward
200,-14.084744
400,-13.836393
600,-14.988904
800,-14.243997
1000,-14.421849
1200,-13.972419
1400,-13.952516
1600,-14.451363
1800,-14.215218
2000,-15.296805
2200,-14.097513
2400,-13.920183
2600,-15.483007
2800,-15.160494
3000,-14.295052
3200,-13.732073
3400,-15.110609
3600,-15.659029
3800,-14.355442
4000,-15.281565
4200,-14.314746
4400,-14.017786
4600,-14.723356
4800,-15.421801
5000,-14.536143
5200,-15.52891
5400,-16.176489
5600,-14.257107
5800,-14.871327
6000,-14.812266
6200,-15.614777
6400,-13.641597
6600,-14.616329
6800,-14.722251
7000,-14.219086
7200,-15.274759
7400,-15.005491
7600,-13.086476
7800,-15.076735
8000,-15.525584
8200,-14.10275
8400,-14.386325
8600,-14.630398
8800,-13.45034
9000,-13.521458
9200,-16.751762
9400,-13.585359
9600,-14.01161
9800,-15.733623
10000,-13.93475
