step,reward
200,-14.867244
400,-13.551897
600,-14.88546
800,-14.231791
1000,-15.137278
1200,-15.248957
1400,-14.413699
1600,-15.154889
1800,-15.36569
2000,-13.935079
2200,-13.964636
2400,-14.244993
2600,-15.62525
2800,-14.810673
3000,-15.906949
3200,-15.146854
3400,-15.009611
3600,-14.967805
3800,-15.204829
4000,-14.380599
4200,-14.616627
4400,-14.91568
4600,-14.302201
4800,-15.199266
5000,-15.375416
5200,-15.137709
5400,-15.797197
5600,-13.211564
5800,-14.266924
6000,-14.194912
6200,-13.512173
6400,-12.953574
6600,-15.276464
6800,-14.75887
7000,-13.878688
7200,-15.06705
7400,-15.177622
7600,-14.702536
7800,-13.611139
8000,-14.361661
8200,-0.342588
8400,-14.835319
8600,-14.475921
8800,-12.7489
9000,-13.498783
9200,-16.202404
9400,-15.16174
9600,-12.759898
9800,-14.453376
10000,-13.533182
