step,reward
200,-14.818634
400,-14.74578
600,-15.674226
800,-15.424763
1000,-15.106147
1200,-14.391132
1400,-15.661098
1600,-16.572677
1800,-16.639949
2000,-15.626945
2200,-16.083711
2400,-15.142323
2600,-15.583101
2800,-15.638805
3000,-15.570211
3200,-14.959599
3400,-16.509269
3600,-15.341014
3800,-16.543522
4000,-16.37714
4200,-15.230125
4400,-14.959225
4600,-16.569031
4800,-16.834179
5000,-15.21997
5200,-16.671861
5400,-16.380803
5600,-14.743448
5800,-14.940691
6000,-15.463177
6200,-16.423508
6400,-15.901339
6600,-16.200407
6800,-16.19975
7000,-14.483665
7200,-17.726187
7400,-14.843508
7600,-13.955729
7800,-15.74289
8000,-15.664519
8200,-14.537637
8400,-16.096791
8600,-16.159378
8800,-15.03986
9000,-15.881861
9200,-17.675393
9400,-15.46418
9600,-15.128221
9800,-15.835336
10000,-16.049723
