step,reward
200,-13.472266
400,-12.451407
600,-6.12072
800,-15.268275
1000,-14.370132
1200,-13.874703
1400,-13.593417
1600,-13.918862
1800,-14.349404
2000,-13.25108
2200,-13.11091
2400,-13.83977
2600,-14.371257
2800,-13.503685
3000,-13.082397
3200,-13.282229
3400,-13.123574
3600,-14.015096
3800,-13.198378
4000,-14.415536
4200,-13.73714
4400,-13.818404
4600,-14.997381
4800,-13.942151
5000,-14.481414
5200,-13.032236
5400,-13.471843
5600,-13.608043
5800,-13.446331
6000,-13.107792
6200,-14.076897
6400,-14.691311
6600,-13.438707
6800,-13.062017
7000,-14.177988
7200,-14.256274
7400,-13.959461
7600,-13.332806
7800,-13.908868
8000,-13.878888
8200,-14.797472
8400,-14.077475
8600,-3.7057
8800,-13.796004
9000,-15.285484
9200,-12.746162
9400,-3.384243
9600,-15.028168
9800,-13.282911
10000,-13.456786
