step,reward
200,-13.497528
400,-12.143172
600,-5.301201
800,-15.676112
1000,-14.278478
1200,-13.900614
1400,-13.496336
1600,-13.418109
1800,-14.039535
2000,-13.06481
2200,-13.025858
2400,-13.74694
2600,-13.859341
2800,-13.392906
3000,-13.089107
3200,-13.272091
3400,-13.339983
3600,-14.194504
3800,-13.000414
4000,-14.255759
4200,-13.388394
4400,-13.660084
4600,-15.271449
4800,-14.200778
5000,-14.969961
