step,reward
200,-13.500913
400,-12.02186
600,-6.447565
800,-14.295101
1000,-13.256497
1200,-13.876458
1400,-13.969416
1600,-13.590802
1800,-14.490546
2000,-13.306337
2200,-12.993432
2400,-13.957402
2600,-14.537246
2800,-13.683755
3000,-13.327803
3200,-12.994777
3400,-13.549941
3600,-13.962426
3800,-13.672686
4000,-14.452497
4200,-14.005797
4400,-13.39303
4600,-15.164932
4800,-13.863555
5000,-14.865737
