step,reward
200,-13.752196
400,-12.082123
600,-6.197074
800,-14.615904
1000,-13.813589
1200,-13.871508
1400,-14.088216
1600,-13.911391
1800,-14.862518
2000,-13.31217
2200,-13.008108
2400,-14.336061
2600,-13.962001
2800,-13.752533
3000,-13.222405
3200,-13.182642
3400,-13.534517
3600,-14.050697
3800,-13.331826
4000,-14.181962
4200,-13.913123
4400,-13.312421
4600,-14.749777
4800,-13.942966
5000,-14.680773
5200,-12.856988
5400,-13.451931
5600,-13.723752
5800,-13.263798
6000,-13.195514
6200,-13.983285
6400,-14.457911
6600,-13.446995
6800,-13.316984
7000,-13.958061
7200,-14.352661
7400,-14.543966
7600,-13.299561
7800,-13.84717
8000,-13.854366
8200,-14.718636
8400,-13.962147
8600,-3.632502
8800,-14.61536
9000,-15.282764
9200,-12.762584
9400,-4.140034
9600,-15.820691
9800,-14.004095
10000,-12.909909
